X11 - Break,X12 - anger,X13 - threaten,X21 - gazeaway,X22 - walkaway ,time
0.000692664558423,0.566483925973039,0.03652432943695,4.6412758779234E-06,5.72473376995233E-10,42
0.000713157847355,0.57918429545287,0.037684690233384,5.92008765616251E-06,7.26716821502039E-10,42.5
0.000732698883073,0.591262502863865,0.038791505400216,7.54147121240788E-06,9.20201145264534E-10,43
0.00075132003016,0.602746912159448,0.039846508464944,9.60567325584349E-06,1.16323091791239E-09,43.5
0.00076905517785,0.613665047314867,0.040851541305735,1.22481077810525E-05,1.46907742328583E-09,44
0.00078593903517,0.624043514229567,0.041808509599133,1.56545551092164E-05,1.8549021505629E-09,44.5
0.000802006581577,0.633907951121124,0.042719348011849,2.00844750631406E-05,2.34297461385098E-09,45
0.000817292643971,0.643283001017571,0.043585993309371,2.59077358329494E-05,2.9622702545514E-09,45.5
0.000831831575717,0.652192301273548,0.044410363851086,3.36642190165646E-05,3.75054912095116E-09,46
0.000845657017413,0.660658486085204,0.045194344204053,4.41637678876084E-05,4.75702592275861E-09,46.5
0.000858801722784,0.668703198816056,0.045939773834212,5.86599144786245E-05,6.04574118846282E-09,47
0.000871297436126,0.676347111614932,0.046648439026329,7.91638456819702E-05,7.69972434274515E-09,47.5
0.000883174810302,0.683609950341853,0.047322067345362,0.000109035924294,9.82599494832757E-09,48
0.000894463356407,0.690510523245523,0.047962324085965,0.000154149744214,1.25613724115647E-08,48.5
0.000905191418035,0.697066752178487,0.048570810267449,0.000225286843841,1.60789564744644E-08,49
0.000915386164477,0.703295705410887,0.049149061822519,0.000343281998229,2.05950083293847E-08,49.5
0.00092507359844,0.709213631326043,0.049698549703264,0.000550526476257,2.63758225151238E-08,50
0.000934278574846,0.714835992464516,0.050220680691064,0.000937503705419,3.37440585173707E-08,50.5
0.000943024828201,0.720177499542579,0.050716798752874,0.001704895249777,4.30839268534594E-08,51
0.000951335006903,0.725252145225958,0.05118818684135,0.003306137525216,5.48446209388217E-08,51.5
0.00095923071392,0.730073237625002,0.051636069102753,0.006745025719632,6.95414635807273E-08,52
0.000966732555003,0.73465343376604,0.052061613560198,0.01403473415729,8.77543880508595E-08,52.5
0.000973860198841,0.739004773853146,0.052465935540688,0.028294597857284,1.10123574231135E-07,53
0.000980632460825,0.74313871836389,0.052850102554996,0.052113006541284,1.37342276413414E-07,53.5
0.000987067438654,0.747066192848137,0.053215142351463,0.084817105588137,1.70147077110741E-07,54
0.000993182765246,0.750797651632554,0.053562058133086,0.122912638493193,2.09305955730519E-07,54.5
0.000998996117809,0.754343184123781,0.053891859403916,0.162985772321549,2.55604660818018E-07,55
0.001004526223143,0.757712704553961,0.054205623079669,0.202971645657819,3.09831921747077E-07,55.5
0.001009794625838,0.760916270191872,0.054504601117345,0.241874916075157,3.72764041244546E-07,56
0.00101482829978,0.763964540200826,0.054790379555768,0.279276819649592,4.45149388384342E-07,56.5
0.001019662894775,0.766869335469555,0.055065076249931,0.315030634852728,5.2769327550717E-07,57
0.001024346276821,0.769644231936868,0.055331556443484,0.34911254937406,6.21043660383083E-07,57.5
0.001028942091392,0.772305124086962,0.055593649627075,0.381553525805466,7.25778070518544E-07,58
0.001033533246753,0.774870713387834,0.055856361337749,0.412408479555081,8.42392100013346E-07,58.5
0.001038225383814,0.777362892753012,0.056126083850919,0.441742140198826,9.71289779473857E-07,59
0.001043150529914,0.779807005968842,0.056410817597291,0.469622423234676,1.11277606505099E-06,59.5
0.001048471222279,0.782231959707068,0.056720420311474,0.496117259706015,1.26705163372373E-06,60
0.001054385445014,0.78467015723587,0.057066904032614,0.521293064704995,1.43421010992039E-06,60.5
0.001061132767548,0.787157210596744,0.057464801963032,0.545214006880078,1.61423778596581E-06,61
0.001069002117709,0.78973137630595,0.057931628506459,0.567941681145092,1.8070158386266E-06,61.5
0.001078341681246,0.792432654343132,0.058488456856151,0.589534989641197,2.01232498895432E-06,62
0.001089571500594,0.795301498272955,0.059160639096957,0.61005013236021,2.22985250468705E-06,62.5
0.001103199453725,0.798377113000944,0.059978693073081,0.629540656041307,2.45920140455734E-06,63
0.001119841428828,0.801695371050274,0.060979376493963,0.648057533794872,2.69990169166563E-06,63.5
0.001140246664877,0.805286457904432,0.062206958926292,0.66564926031136,2.95142341725429E-06,64
0.001165329384606,0.809172451796325,0.063714681967356,0.682361954151869,3.21319135469261E-06,64.5
0.001196207973701,0.81336513128213,0.06556636097274,0.69823946226623,3.48460104403161E-06,65
0.00123425300975,0.817864353432948,0.067838021219874,0.713323463940687,3.76503594847005E-06,65.5
0.001281145346947,0.822657324837109,0.070619371310723,0.727653572562597,4.05388544533846E-06,66
0.001338945127092,0.827718980202571,0.074014796093325,0.741267434286956,4.35056335807496E-06,66.5
0.001410171906743,0.833013501686357,0.078143411772275,0.754200823107203,4.65452672777458E-06,67
0.001497894955247,0.838496800909028,0.083137599958062,0.766487732086577,4.96529453260993E-06,67.5
0.001605831104629,0.844119607908771,0.089139386645703,0.778160460662225,5.28246610345238E-06,68
0.001738445303381,0.849830721628938,0.096294143027147,0.789249698030631,5.60573906897986E-06,68.5
0.001901046344613,0.855579996612378,0.104741442330043,0.799784602682483,5.9349268075676E-06,69
0.00209986737709,0.861320751657642,0.114603537259087,0.809792878191439,6.26997559716724E-06,69.5
0.00234211823324,0.867011441964995,0.125972726331277,0.819300845382854,6.61098194353287E-06,70
0.002635994960105,0.872616586333753,0.138899597898717,0.828333511020493,6.95821093083902E-06,70.5
0.002990631931476,0.878107050347524,0.153384434054038,0.836914633154899,7.31211687213062E-06,71
0.003415984171499,0.883459843079431,0.169373669501514,0.845066783278516,7.6733680359311E-06,71.5
0.003922632344858,0.888657595137691,0.186762259348829,0.852811405431178,8.04287779339548E-06,72
0.004521510080106,0.893687865535686,0.205401465944344,0.860168872396228,8.42184518872696E-06,72.5
0.005223562111656,0.898542390299975,0.225110433942954,0.867158539122858,8.81180873434274E-06,73
0.006039350848806,0.903216349237284,0.24568936803842,0.873798793504907,9.21471826508628E-06,73.5
0.00697863682284,0.907707695899989,0.266932240087616,0.880107104640586,9.63303110850315E-06,74
0.008049963528042,0.912016572194406,0.288637534624957,0.886100068691821,1.00698408858132E-05,74.5
0.009260278427502,0.916144813194215,0.310616285157896,0.891793452456348,1.05290503267226E-05,75
0.010614619042187,0.920095538169906,0.332697303311859,0.897202234760486,1.10156041371799E-05,75.5
0.012115886585741,0.923872818895259,0.354729933777703,0.902340645775972,1.15358050990463E-05,76
0.013764720705372,0.9274814143758,0.376584871883932,0.907222204360311,1.20977476286366E-05,76.5
0.015559479045635,0.930926561046326,0.398153613489556,0.91185975351699,1.27119202941847E-05,77
0.017496316062897,0.934213808355323,0.419347040033864,0.91626549406953,1.33920561474712E-05,77.5
0.019569347969868,0.937348890947614,0.440093533650674,0.920451016641686,1.41563537211647E-05,78
0.021770885584236,0.940337630049661,0.460336905845752,0.924427332034731,1.50292635610714E-05,78.5
0.024091714382022,0.943185857981324,0.480034327285299,0.928204900091357,1.60441553321989E-05,79
0.02652140097521,0.945899360883804,0.499154372068809,0.931793657133526,1.72473851509766E-05,79.5
0.029048607026561,0.948483835741192,0.517675236829572,0.935203042058005,1.87046385061863E-05,80
0.031661394645838,0.950944858586665,0.535583159509273,0.938442021167703,2.05110555562284E-05,80.5
